method_name,reference_id,query_id,beat_index,reference_beat_time_s,query_beat_time_s,estimated_reference_time_s,error_s,abs_error_s,piece,pair_id
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,0,0.257982,1.177982,0.588991,0.33100900000000005,0.33100900000000005,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,1,0.707982,1.346939,0.8011792505668934,0.09319725056689343,0.09319725056689343,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,2,1.007982,1.597982,0.9900683083900228,-0.017913691609977134,0.017913691609977134,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,3,1.347982,1.937982,1.4039230430839003,0.055941043083900244,0.055941043083900244,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,4,1.637007,2.257982,1.6166100476190477,-0.020396952380952404,0.020396952380952404,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,5,1.917982,2.547982,1.7616100476190477,-0.15637195238095236,0.15637195238095236,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,6,2.284263,3.017982,2.3446033151927437,0.06034031519274352,0.06034031519274352,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,7,2.580317,3.387982,2.596372163265306,0.016055163265305872,0.016055163265305872,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,8,2.867982,3.627982,2.8849434512471652,0.016961451247165193,0.016961451247165193,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,9,3.137982,3.927982,3.2759184376417236,0.13793643764172359,0.13793643764172359,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,10,3.416236,4.204082,3.415873750566893,-0.0003622494331070314,0.0003622494331070314,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,11,3.687982,4.467982,3.68523816553288,-0.00274383446712001,0.00274383446712001,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,12,3.977982,4.797982,4.03172349659864,0.053741496598640026,0.053741496598640026,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,13,4.301497,5.157982,4.332097575963719,0.030600575963718235,0.030600575963718235,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,14,4.597982,5.437982,4.657857213151927,0.05987521315192712,0.05987521315192712,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,15,4.873288,5.777982,4.885907099773243,0.012619099773242937,0.012619099773242937,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Ashkenazy-1981_pid9058-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,16,5.137982,6.197959,5.095895599773243,-0.042086400226756915,0.042086400226756915,Chopin_Op030No2,Chopin_Op030No2_Ashkenazy-1981_pid9058-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
